web-scraper-order,web-scraper-start-url,product_category,product_category-href,Product,Product-href,name,variants,description,price,packprice
"1536417306-28","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/organic-chilli-powder-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-red-chilli-powder-lal-mirch-powder/","Organic Red Chilli Powder/ Lal Mirch Powder","<option value="""">Choose an option</option><option value=""100 gms Pouch"" class=""attached enabled"">100 gms Pouch</option><option value=""200 gms Pouch"" class=""attached enabled"">200 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Red Chilli Powder/ Lal Mirch Powder that is prepared using the best agricultural produce and practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹42.00","₹73.00"
"1536417343-42","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/brown-basmati-rice-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-basmati-rice-brown/","Organic Basmati Rice Brown","<option value="""">Choose an option</option><option value=""1 kg Pouch"" class=""attached enabled"">1 kg Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Basmati Rice Brown that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹186.00","₹95.00"
"1536417337-40","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/organic-sona-masoori-raw-rice-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-sona-masoori-rice-raw/","Organic Sona Masoori Rice – Hand Pounded","<option value="""">Choose an option</option><option value=""1 kg Pouch"" class=""attached enabled"">1 kg Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Sona Masoori Rice – Hand Pounded that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹114.00","₹95.00"
"1536417253-5","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/08/HDSC3224-17-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Natureap Whole Wheat Atta"" />","https://naturestokri.com/store/all-organic-staples/natureap-whole-wheat-atta-1kg-pouch/","Natureap Whole Wheat Atta – 1kg Pouch","","null","₹62.00","null"
"1536417322-34","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/mustard-rai-small-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-mustard-rai-small/","Organic Mustard / Rai Small","<option value="""">Choose an option</option><option value=""100 gms Pouch"" class=""attached enabled"">100 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Mustard / Rai Small that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹28.00","₹79.00"
"1536417374-53","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/06/kabuli-channa-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-kabuli-channa/","Organic Kabuli Channa","<option value="""">Choose an option</option><option value=""500 gms"" class=""attached enabled"">500 gms</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Kabuli Channa that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹113.00","₹83.00"
"1536417291-21","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/Sonamasoori-Hand-Pound-5kg-Front-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Pro Nature Sonamasoori Rice"" />","https://naturestokri.com/store/all-organic-staples/foodgrains-oil-masala/pro-nature-sonamasoori-ricehand-pound-1kg-pack/","Pro Nature Sonamasoori Rice(Hand Pound) – 1kg Pack","","fssai Lic No:10015043001204

Manufactured By:

Pro Nature Organic Foods Pvt Ltd,

A-4,NGEF Ancillary Industrial Estate,Graphite India Road,Mahadevapura,Bangalore 560048,Karnataka","₹94.00","₹83.00"
"1536417243-1","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/08/HDSC3224-18-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Natureap Fine Ground Atta"" />","https://naturestokri.com/store/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/natureap-fine-ground-atta-1kg-pouch/","Natureap Fine Ground Atta – 1kg Pouch","","null","₹65.00","null"
"1536417302-26","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/Semi-Brown-Sugar.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-sugar-semi-brown/","Organic Sugar – Semi Brown","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Sugar – Semi Brown, that is prepared using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹67.00","₹83.00"
"1536417328-36","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/organic-coriander-powder-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-coriander-powder-dhaniya-powder/","Organic Coriander Powder / Dhaniya Powder","<option value="""">Choose an option</option><option value=""100 gms Pouch"" class=""attached enabled"">100 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Coriander Powder / Dhaniya Powder that is prepared using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹38.00","null"
"1536417379-55","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/06/hawlilobia-black-eye-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-lobia-chawli-black-eye/","Organic Lobia Chawli – Black eye","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Lobia Chawli – Black eye, that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹81.00","₹79.00"
"1536417332-38","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/red-chilli-whole-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-red-chilli-whole/","Organic Red Chilli – Whole","<option value="""">Choose an option</option><option value=""200 gms Pouch"" class=""attached enabled"">200 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Red Chilli – Whole that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹68.00","₹83.00"
"1536417326-35","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/cumin-jeera-whole-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-jeera-cumin/","Organic Jeera / Cumin","<option value="""">Choose an option</option><option value=""100 gms Pouch"" class=""attached enabled"">100 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Jeera / Cumin that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹61.00","₹95.00"
"1536417389-58","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/06/orgo-king-organic-moong-dal-2-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-moong-dal/","Organic moong dal","<option value="""">Choose an option</option><option value=""500 gms pouch"" class=""attached enabled"">500 gms pouch</option><option value=""1 kg pouch"" class=""attached enabled"">1 kg pouch</option>","Moong Dal is one of the most popular lentils / Daal, eaten across India. Orgo King moong dal is 100% organic, pesticides. Orgo King products are certified organic products delivered for the the healthiest lifestyle with finest quality, which is evident from the shine on the lentils. The daal is sourced directly from farmers, is packed in a way that it retains the maximum nutrient value.","₹95.00","₹95.00"
"1536417358-49","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/OrgoKing-organic-raw-peanuts-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-white-peas-matar/","Organic Raw Peanuts / Shengdane","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Raw Peanuts that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹113.00","null"
"1536417354-47","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/wheat-lokwan-1-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Organic Wheat Lokwan"" />","https://naturestokri.com/store/all-organic-staples/organic-wheat-lokwan/","OrgoKing Organic Wheat Lokwan 1kg Pack","","null","₹58.00","null"
"1536417299-25","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/Basmati-Rice-1kg-Front-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/pro-nature-basmati-rice-organic-1kg-pack/","Pro Nature Basmati Rice – Organic – 1kg pack","","fssai Lic No:10015043001204

Manufactured By:

Pro Nature Organic Foods Pvt Ltd,

A-4,NGEF Ancillary Industrial Estate,Graphite India Road,Mahadevapura,Bangalore 560048,Karnataka","₹208.00","null"
"1536417259-8","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/Ragi-Flour-500g-Front-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Pro Nature Ragi Flour"" />","https://naturestokri.com/store/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/pro-nature-ragi-flour-nachani-ragula-nagli-500gms-pack/","Pro Nature Ragi Flour / Nachani / Nagli – 500gms Pack","","fssai Lic No:10015043001204
Manufactured By:
Pro Nature Organic Foods Pvt Ltd,
A-4,NGEF Ancillary Industrial Estate,Graphite India Road,Mahadevapura,Bangalore 560048,Karnataka","₹48.00","null"
"1536417272-14","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/soojirava-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-sooji-rawa/","Organic Sooji Rawa","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Sooji Rawa that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹47.00","null"
"1536417287-19","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/Wheat-Lokwan-1-kg-Front-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Pro Nature Wheat Lokwan"" />","https://naturestokri.com/store/all-organic-staples/foodgrains-oil-masala/pro-nature-wheat-lokwan-5kg-bag/","Pro Nature Wheat Lokwan – 5kg Bag","","fssai Lic No:10015043001204

Manufactured By:

Pro Nature Organic Foods Pvt Ltd,

A-4,NGEF Ancillary Industrial Estate,Graphite India Road,Mahadevapura,Bangalore 560048,Karnataka","₹288.00","₹95.00"
"1536417356-48","https://naturestokri.com/product-category/all-organic-staples/","Foodgrains, oil & Masala","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/organic-wheat-broken-dhaliya-1-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-wheat-broken-dhaliya-daliya/","Organic Wheat Broken / Dhaliya / Daliya","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Wheat Broken/Organic Dhaliya that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹43.00","₹83.00"
"1536417245-2","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/08/HDSC3224-46--300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt=""Natureap Sooji Rava"" />","https://naturestokri.com/store/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/natureap-sooji-rava-500gms/","Natureap Sooji Rava – 500gms","","null","₹50.00","null"
"1536417255-6","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/chana-sattu_250-gms-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/pro-nature-channa-sattu-250gms-pack/","Pro Nature Channa Sattu – 250gms pack","","fssai Lic No:10015043001204

Manufactured By:

Pro Nature Organic Foods Pvt Ltd,

A-4,NGEF Ancillary Industrial Estate,Graphite India Road,Mahadevapura,Bangalore 560048,Karnataka","₹68.00","null"
"1536417277-16","https://naturestokri.com/product-category/all-organic-staples/","Atta, Flours & Sooji","https://naturestokri.com/product-category/all-organic-staples/foodgrains-oil-masala/atta-flours-sooji/","<img
width=""300"" height=""200"" src=""https://naturestokri.com/wp-content/uploads/2018/07/organic-ragi-flour-300x200.jpg"" class=""attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image"" alt="""" />","https://naturestokri.com/store/all-organic-staples/organic-ragi-flour-atta-finger-millet-flour/","Organic Ragi Flour Atta/Finger Millet Flour","<option value="""">Choose an option</option><option value=""500 gms Pouch"" class=""attached enabled"">500 gms Pouch</option>","We Strive to cycle resources, promote ecological balance, and conserve biodiversity and bring to you Organic Ragi Flour Atta/Finger Millet Flour that is grown using the best agricultural practices. This product is cleaned, processed and packed in the most hygienic conditions to preserve its natural nutrition for your health benefits.","₹57.00","null"
